"Codigo","Nombre","cantidad","Descripcion","Categoria","Etiquetas","Precio","URL FOTO",""
"712","Clavo El Rey","5","Bolsa x 9 gr","Despensa","Condimentos caldos y sal","1300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175478-1000-1000/7702175108200-20-281-29.jpg?v=636114455435100000",""
"713","Color El Rey","5","Bolsa x 55 gr ","Despensa","Condimentos caldos y sal","1200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175498-1000-1000/7702175111248-20-281-29.jpg?v=636114455459800000",""
"714","Ajo El Rey","5","Bolsa x 55 gr ","Despensa","Condimentos caldos y sal","1300","https://exitocol.vtexassets.com/arquivos/ids/1977152/Ajo-En-Polvo-Bolsa-X-55-gr-195697_a.jpg?v=637259180043230000",""
"715","Oregano El Rey","5","Bolsa x 10 gr","Despensa","Condimentos caldos y sal","1400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/231302-1000-1000/7702175108286-1.jpg?v=636312434254000000",""
"716","Tri Rey El Rey","5","Bolsa x 55 gr ","Despensa","Condimentos caldos y sal","2000","https://supertiendascomunal.com/8259-thickbox_default/tri-rey-55-gr.jpg",""
"717","Tri Salsina El Rey","5","Bolsa x 55 gr ","Despensa","Condimentos caldos y sal","2000","https://elprogresar.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWE2SWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--16d69719cf64e2539f3bbdf1c9aee71b4c7bde04/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9UY21WemFYcGxYMkZ1WkY5d1lXUmJDR2tDUUFGcEFrQUJld1k2QzJWNGRHVnVaRG9LZDJocGRHVTZER052Ym5abGNuUkpJZ2hxY0djR09nWkZWRG9LYzJGMlpYSjdDRG9NY1hWaGJHbDBlV2xmT2dwemRISnBjRlE2RDJKaFkydG5jbTkxYm1SYkNHa0IvMmtCLzJrQi93PT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--cce1b70dad3a0785ed15866f1aadf16af1f8013b/7702175111286.jpg?locale=es",""
"718","Bicarbonato El Rey","5","Bolsa x 50 gr","Despensa","Condimentos caldos y sal","700","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702175108385.jpg",""
"719","Completo El Rey","5","Bolsa x 60 gr","Despensa","Condimentos caldos y sal","1950","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/171427-1000-1000/7702175108347-20-281-29.jpg?v=636111274891300000",""
"720","Jengibre El Rey","5","Bolsa x 60 gr","Despensa","Condimentos caldos y sal","2100","https://exitocol.vtexassets.com/arquivos/ids/1977248-1200-auto?width=1200&height=auto&aspect=true",""
"721","Color El Rey","5","Bolsa x 125 gr ","Despensa","Condimentos caldos y sal","2100","https://cdn1.totalcode.net/la14/product-zoom/es/color-rey-bolsa-x-125-g-1.jpg",""
"722","SazonaRey El Rey","5","Bolsa x 55 gr ","Despensa","Condimentos caldos y sal","1500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175538-1000-1000/7702175156799-20-281-29.jpg?v=636114455505300000",""
"723","Pimienta El Rey","5","Bolsa x 60 gr","Despensa","Condimentos caldos y sal","2700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175484-1000-1000/7702175108101-20-281-29.jpg?v=636114455443730000",""
"724","Ablandacarnes El Rey","5","Bolsa x 70 gr","Despensa","Condimentos caldos y sal","1300","https://d50xhnwqnrbqk.cloudfront.net/images/products/large/el-rey-ablandacarnes.jpg",""
"725","Tomillo El Rey","5","Bolsa x 20 gr","Despensa","Condimentos caldos y sal","2300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175488-1000-1000/7702175108439-20-281-29.jpg?v=636114455448230000",""
"726","Salsina El Rey","5","Bolsa x 55 gr ","Despensa","Condimentos caldos y sal","1900","https://metrocolombiafood.vteximg.com.br/arquivos/ids/166361-750-750/7702175111262-1.jpg?v=636670854738400000",""
"727","Comino El Rey","5","Bolsa x 55 gr ","Despensa","Condimentos caldos y sal","1900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175495-1000-1000/7702175111224-20-281-29.jpg?v=636114455455030000",""
"728","Paprika El Rey","5","Bolsa x 60 gr","Despensa","Condimentos caldos y sal","3400","https://www.centrocomercialestrella.co/67-thickbox_default/rey-paprika.jpg",""
"729","Laurel El Rey","5","Bolsa x 37 gr","Despensa","Condimentos caldos y sal","3150","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175492-1000-1000/7702175108408-20-281-29.jpg?v=636114455453230000",""
"730","Finas Hierbas El Rey","5","Bolsa x 15 gr ","Despensa","Condimentos caldos y sal","2500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175553-1000-1000/7702175157253-20-281-29.jpg?v=636114455525830000",""
"731","Guascas El Rey","5","Bolsa x 5 gr","Despensa","Condimentos caldos y sal","2000","https://d50xhnwqnrbqk.cloudfront.net/images/products/app/el-rey-guasas.jpg",""
"732","Canela Molida El Rey","5","Bolsa x 30 gr ","Despensa","Condimentos caldos y sal","4700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175559-1000-1000/7702175158823-20-281-29.jpg?v=636114455533170000",""
"733","Pimienta de Olor El Rey","5","Bolsa x 15 gr ","Despensa","Condimentos caldos y sal","1500","https://supermercadocomunal.com/8595-large_default/pimienta-de-olor-el-rey-15-gr.jpg",""
"734","Canela en Astillas El Rey","5","Bolsa x 20 gr","Despensa","Condimentos caldos y sal","3000","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175490-1000-1000/7702175111194-20-281-29.jpg?v=636114455451130000",""
"735","Canela en Astillas El Rey","5","Bolsa x 11 gr","Despensa","Condimentos caldos y sal","1900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175496-1000-1000/7702175111170-20-281-29.jpg?v=636114455457500000",""
"736","Canela en Astillas El Rey","5","Bolsa x 20 gr","Despensa","Condimentos caldos y sal","3100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175490-1000-1000/7702175111194-20-281-29.jpg?v=636114455451130000",""
"737","Canela en Astillas El Rey","5","Bolsa x 30 gr ","Despensa","Condimentos caldos y sal","3950","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175559-1000-1000/7702175158823-20-281-29.jpg?v=636114455533170000",""
"738","Color El Rey","5","Bolsa x 500 gr ","Despensa","Condimentos caldos y sal","8300","https://fullersoluciones.com/wp-content/uploads/2020/06/color-el-rey-500gr.jpg",""
"739","Amarillo El Rey","5","Bolsa x 500 gr ","Despensa","Condimentos caldos y sal","6400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175530-1000-1000/7702175141269-20-281-29.jpg?v=636114455495500000",""
"740","Bicarbonato El Rey","5","Bolsa x 500 gr ","Despensa","Condimentos caldos y sal","4950","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175528-750-750/7702175141214-20-281-29.jpg?v=636114455493430000",""
"741","Caldo Maggi","5","Caja x 8 und ","Despensa","Condimentos caldos y sal","2800","https://d50xhnwqnrbqk.cloudfront.net/images/products/large/7702024027577-A.jpg",""
"742","Caldo Maggi","5","Caja x 12 und","Despensa","Condimentos caldos y sal","3600","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/156257-750-750/7702024027591-1.jpg?v=636066438250670000",""
"743","Caldo Ricostilla","5","Caja x 8 und ","Despensa","Condimentos caldos y sal","2800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/155837-750-750/7702354012410-1.jpg?v=636066426128130000",""
"744","Caldo Ricostilla","5","Caja x 12 und","Despensa","Condimentos caldos y sal","4100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/155833-1000-1000/7702354012427-1.jpg?v=636066426124330000",""
"745","Caldo Doña Gallina","5","Caja x 8 und ","Despensa","Condimentos caldos y sal","2700","https://cdn.derematazo.com/wp-content/uploads/2019/08/Caldo-De-Gallina-Dona-Gallina-x-8-cubos-x-11g-c-u-13366.jpg",""
"746","Caldo Doña Gallina","5","Caja x 12 und","Despensa","Condimentos caldos y sal","4100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/155835-1000-1000/7702354002930-1.jpg?v=636066426127170000",""
"747","Azucar Unimercas","5","Bolsa x 1000","Despensa","Azucar y Panelas","3100","foto",""
"748","Azucar Unimercas","5","Bolsa x 3000","Despensa","Azucar y Panelas","8900","foto",""
"749","Azucar Unimercas","5","Bolsa 1/2 aroba","Despensa","Azucar y Panelas","17300","foto",""
"750","Azucar Riopaila","5","Bolsa x 1000","Despensa","Azucar y Panelas","3100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/155701-750-750/7702127108029-1.jpg?v=636066425977930000",""
"751","Azucar Riopaila Morena","5","Bolsa x 1000","Despensa","Azucar y Panelas","3200","https://mercaldas.vteximg.com.br/arquivos/ids/157547-1300-1300/41165.jpg?v=636918867554370000",""
"752","Azucar Riopaila","5","Bolsa x 2500","Despensa","Azucar y Panelas","8400","https://metrocolombiafood.vteximg.com.br/arquivos/ids/167737-750-750/7702127110022-1.jpg?v=636671030555100000",""
"753","Azucar Riopaila Morena","5","Bolsa x 2500","Despensa","Azucar y Panelas","8400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/155706-750-750/7702127010025-1.jpg?v=636066425984500000",""
"754","Azucar Riopaila","5","Bolsa x 5000","Despensa","Azucar y Panelas","16900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/155702-1000-1000/7702127113023-1.jpg?v=636066425978500000",""
"755","Azucar Riopaila Morena","5","Bolsa x 5000","Despensa","Azucar y Panelas","16900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/155711-1000-1000/7702127000040-1.jpg?v=636066425991200000",""
"756","Azucar Incauca Light Blanca","5","Bolsa x 454","Despensa","Azucar y Panelas","3950","https://metrocolombiafood.vteximg.com.br/arquivos/ids/229006-1000-1000/7702059601308.jpg?v=636881972705000000",""
"757","Azucar Incauca Light Morena","5","Bolsa x 454","Despensa","Azucar y Panelas","6700","https://www.incauca.com/wp-content/uploads/2016/06/1713-azucar-Incauca-Light-454g.jpg",""
"758","Azucar Incauca Light Blanca","5","Bolsa x 850","Despensa","Azucar y Panelas","3950","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/225804-750-750/7702059601339-1.jpg?v=636306162054600000",""
"759","Azucar Incauca Light Morena","5","Bolsa x 850","Despensa","Azucar y Panelas","6700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3397132-750-750/7702059601322.jpg?v=636881972008070000",""
"760","Azucar Pulverizada Italo","5","Bolsa x 500","Despensa","Azucar y Panelas","3800","https://www.comestiblesitalo.com/wp-content/themes/italo_final/img/productos/945.png",""
"761","Azucar Riopaila Stickpack","5","Bolsa x 1000","Despensa","Azucar y Panelas","4400","https://www.aseraseo.com/wp-content/uploads/2018/06/azucar.png",""
"762","Panela Salamanca Pulverizada ","5","Bolsa x 500","Despensa","Azucar y Panelas","3100","foto",""
"763","Panela Salamanca Pastilla ","5","Bolsa x 1000","Despensa","Azucar y Panelas","4200","https://elprogresar.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOEs1SWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9cfffdd234e2171d16c465723b6e5a1e56629bfb/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9UY21WemFYcGxYMkZ1WkY5d1lXUmJDR2tDUUFGcEFrQUJld1k2QzJWNGRHVnVaRG9LZDJocGRHVTZER052Ym5abGNuUkpJZ2hxY0djR09nWkZWRG9LYzJGMlpYSjdDRG9NY1hWaGJHbDBlV2xmT2dwemRISnBjRlE2RDJKaFkydG5jbTkxYm1SYkNHa0IvMmtCLzJrQi93PT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--cce1b70dad3a0785ed15866f1aadf16af1f8013b/7707289120032.jpg?locale=es",""
"764","Panela Salamanca 3/4 minis","5","Bolsa x 2100","Despensa","Azucar y Panelas","11500","https://elprogresar.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNzY1SWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--dfa38b098735acef53487aaa3830eba0ba96644d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9UY21WemFYcGxYMkZ1WkY5d1lXUmJDR2tDUUFGcEFrQUJld1k2QzJWNGRHVnVaRG9LZDJocGRHVTZER052Ym5abGNuUkpJZ2hxY0djR09nWkZWRG9LYzJGMlpYSjdDRG9NY1hWaGJHbDBlV2xmT2dwemRISnBjRlE2RDJKaFkydG5jbTkxYm1SYkNHa0IvMmtCLzJrQi93PT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--cce1b70dad3a0785ed15866f1aadf16af1f8013b/7707289120070.jpg?locale=es",""
"765","Panela Salamanca ","5","Bolsa x 3100","Despensa","Azucar y Panelas","13800","foto",""
"766","Panela Salamanca ","5","Bolsa x 1790 ","Despensa","Azucar y Panelas","8500","https://supermercadosprogresar.vive.expert/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNzI1SWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--23b23ccafbaa3740e7ad2c109c0f776b3c17bcc5/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9UY21WemFYcGxYMkZ1WkY5d1lXUmJDR2tDUUFGcEFrQUJld1k2QzJWNGRHVnVaRG9LZDJocGRHVTZER052Ym5abGNuUkpJZ2hxY0djR09nWkZWRG9LYzJGMlpYSjdDRG9NY1hWaGJHbDBlV2xmT2dwemRISnBjRlE2RDJKaFkydG5jbTkxYm1SYkNHa0IvMmtCLzJrQi93PT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--cce1b70dad3a0785ed15866f1aadf16af1f8013b/7707289120247.jpg?locale=es",""
"767","Harina Pan ","5","Bolsa x 1000","Despensa","Harinas y Mezclas ","3800","https://bodegaeltrebol.com/wp-content/uploads/2018/12/harinas_harina-pan-blanca-1000g-x20ud_13926429295910..jpg",""
"768","Harina Pan ","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","1900","https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/03/harina_pan_500gr.png?fit=635%2C635&ssl=1",""
"769","Harina Pan Amarilla","5","Bolsa x 1000","Despensa","Harinas y Mezclas ","3800","https://bodegaeltrebol.com/wp-content/uploads/2018/12/pan_amarillo.jpg",""
"770","Harina Pan Amarilla","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","1900","https://www.venezuelagourmet.it/img/p/6/0/60-tm_thickbox_default.jpg",""
"771","Harina Pan Dulce","5","Bolsa x 1000","Despensa","Harinas y Mezclas ","6200","https://mercaldas.vteximg.com.br/arquivos/ids/155939-400-400/59009.jpg?v=636885396594330000",""
"772","Harina Pan Dulce","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","3100","https://exitocol.vtexassets.com/arquivos/ids/1828121/Harina-Dulce-Amarilla-X-500-gr-814744_a.png?v=637243512067430000",""
"773","Harina Promasa Blanca","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","1800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/190525-750-750/7702084127217.jpg?v=636162204408270000",""
"774","Harina Promasa Blanca","5","Bolsa x 1000","Despensa","Harinas y Mezclas ","3700","https://exitocol.vtexassets.com/arquivos/ids/1818334-800-auto?width=800&height=auto&aspect=true",""
"775","Harina Promasa Amarilla","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","1800","https://metrocolombiafood.vteximg.com.br/arquivos/ids/204193-1000-1000/7702084127309-1.jpg?v=636773703885500000",""
"776","Harina Promasa Amarilla","5","Bolsa x 1000","Despensa","Harinas y Mezclas ","3500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3323887-750-750/7702084137605-1.jpg?v=636674235062070000",""
"777","Harina Doña Arepa","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","1950","https://images.rappi.com/products/13627-1573766913514.png?d=500x500",""
"778","Harina Doña Arepa ","5","Bolsa x 1000","Despensa","Harinas y Mezclas ","3300","https://admin.megatiendas.co/backend/admin/backend/web/archivosDelCliente/items/images/Despensa-Harinas-Harina-Maiz-Blanca-Dona-Arepa-x-1000-g-989220200629125803.jpg",""
"779","Harina Doña Arepa Amarilla","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","1950","https://metrocolombiafood.vteximg.com.br/arquivos/ids/205275-750-750/7702020211024-1.jpg?v=636773705656070000",""
"780","Harina Doña Arepa Amarilla","5","Bolsa x 1000","Despensa","Harinas y Mezclas ","3400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/157907-1000-1000/7702020212021-1.jpg?v=636081687749600000",""
"781","Harina Arepasan ","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","1600","https://supertiendascomunal.com/4748-home_default/harina-arepasan-500-g.jpg",""
"782","Harina Arepasan ","5","Bolsa x 1000","Despensa","Harinas y Mezclas ","3400","https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2018/11/Arepasan_amarilla_x1kg.jpg?fit=800%2C800&ssl=1",""
"783","Harina Super Arepa","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","1800","https://www.organizacionsolarte.com.co/cms/sites/default/files/maiz_amarillo_0.png",""
"784","Harina Super Arepa","5","Bolsa x 1000","Despensa","Harinas y Mezclas ","4100","https://http2.mlstatic.com/harina-de-maiz-blanca-precocida-super-arepa-1000g-D_NQ_NP_796585-MCO41747818824_052020-F.webp",""
"785","Harina Rinde Arepa","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","1700","foto",""
"786","Harina Rinde Arepa","5","Bolsa x 1000","Despensa","Harinas y Mezclas ","3200","foto",""
"787","Harina de Trigo Haz de Oros","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","1600","https://www.jdh.com.co/wp-content/uploads/2020/05/Harina-de-Trigo-Haz-de-Oros-Bolsax500gr-1596.jpg",""
"788","Harina de Trigo Haz de Oros","5","Bolsa x 1000","Despensa","Harinas y Mezclas ","2900","https://metrocolombiafood.vteximg.com.br/arquivos/ids/160271-400-400/7702020011310-1.jpg?v=636670252595700000",""
"789","Harina de Trigo Haz de Oros","5","Bolsa x 2500","Despensa","Harinas y Mezclas ","6500","https://exitocol.vtexassets.com/arquivos/ids/653753-800-auto?width=800&height=auto&aspect=true",""
"790","Harina de Trigo Haz de Oros con Polvo de Hornear","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","2100","https://mundohuevo.com/wp-content/uploads/2018/10/4045.jpg",""
"791","Harina de Trigo Haz de Oros con Polvo de Hornear","5","Bolsa x 1000","Despensa","Harinas y Mezclas ","4100","https://exitocol.vtexassets.com/arquivos/ids/653821/Harina-Con-Polvo-De-Hornear-573703_b.jpg?v=637027021123600000",""
"792","Harina de Trigo La Nieve ","5","Bolsa x 500 ","Despensa","Harinas y Mezclas ","1300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3528659-1000-1000/7707237413902.jpg?v=637303297093700000",""
"793","Mezcla Pancakes Maizena","5","Caja x 300","Despensa","Harinas y Mezclas ","4200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3472571-1000-1000/7702047037928.jpg?v=637116805573700000",""
"794","Mezcla Pancakes Aunt Jemima","5","Bolsa x 300","Despensa","Harinas y Mezclas ","4200","https://mercaldas.vteximg.com.br/arquivos/ids/189283-400-400/Mezcla-Para-Pancakes-Tia-JEMINA-Solo-Leche_22833.jpg?v=637236199062370000",""
"795","Mezcla Pancakes Haz de Oros","5","Bolsa x 300","Despensa","Harinas y Mezclas ","4100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/157936-750-750/7702020216043---1.jpg?v=636081687793400000",""
"796","Mezcla Pancakes Corona","5","Bolsa x 320","Despensa","Harinas y Mezclas ","4800","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702007056761.jpg",""
"797","Mezcla Torta Haz de Oros  Naranja","5","Bolsa x 500","Despensa","Harinas y Mezclas ","6300","https://metrocolombiafood.vteximg.com.br/arquivos/ids/160359-512-512/7702020211239-2.jpg?v=636670252697670000",""
"798","Mezcla Torta Haz de Oros Banano","5","Bolsa x 500","Despensa","Harinas y Mezclas ","6300","https://www.mercadoslpineda.co/3150-home_default/mezcla-lista-dona-torta-banano-x500g.jpg",""
"799","Mezcla Torta Haz de Oros Vainilla","5","Bolsa x 500","Despensa","Harinas y Mezclas ","6300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/157901-1000-1000/7702020211208-1.jpg?v=636081687740200000",""
